Technology,Zip_Code,Count,Income,Pop
BEV,48451,9,85099,14988
PHEV,48451,26,85099,14988
PHEV,48453,1,40417,5153
BEV,48455,6,83750,7924
PHEV,48455,15,83750,7924
PHEV,48456,1,55769,777
PHEV,48457,6,55283,8118
PHEV,48458,5,37731,18410
BEV,48460,1,70250,2356
PHEV,48460,3,70250,2356
BEV,48461,1,60784,8239
PHEV,48461,8,60784,8239
BEV,48462,11,95638,13860
PHEV,48462,25,95638,13860
PHEV,48463,5,58497,4445
PHEV,48464,1,59667,2157
PHEV,48465,1,46429,702
BEV,48467,3,51615,2127
PHEV,48467,1,51615,2127
BEV,48471,1,43601,5341
PHEV,48471,1,43601,5341
BEV,48473,8,66254,22022
PHEV,48473,25,66254,22022
BEV,48475,1,51425,2519
PHEV,48475,1,51425,2519
PHEV,48502,4,31250,1152
BEV,48503,9,30028,26466
PHEV,48503,12,30028,26466
BEV,48504,1,31685,26804
PHEV,48504,3,31685,26804
PHEV,48505,2,25949,20327
BEV,48506,1,36668,28915
PHEV,48506,5,36668,28915
BEV,48507,6,36260,30760
PHEV,48507,14,36260,30760
PHEV,48509,10,56268,9351
PHEV,48519,4,49979,6984
BEV,48529,1,31330,9424
PHEV,48529,1,31330,9424
BEV,48532,1,40445,20270
PHEV,48532,5,40445,20270
BEV,48601,2,29822,34793
PHEV,48601,3,29822,34793
BEV,48602,1,34671,30199
PHEV,48602,11,34671,30199
BEV,48603,16,53426,26623
PHEV,48603,22,53426,26623
PHEV,48604,4,46324,12307
BEV,48607,1,28571,1556
PHEV,48607,3,28571,1556
BEV,48609,3,64668,12422
PHEV,48609,7,64668,12422
BEV,48610,1,42891,2760
BEV,48611,2,63284,6611
PHEV,48611,10,63284,6611
BEV,48612,1,44461,8772
PHEV,48612,6,44461,8772
BEV,48616,1,51929,7321
PHEV,48616,3,51929,7321
BEV,48617,2,48763,9242
PHEV,48617,3,48763,9242
BEV,48618,1,45000,5049
PHEV,48618,2,45000,5049
BEV,48622,1,47148,5838
PHEV,48622,3,47148,5838
BEV,48623,7,81436,13662
PHEV,48623,13,81436,13662
BEV,48624,1,43913,15837
PHEV,48624,7,43913,15837
BEV,48625,1,34776,13104
PHEV,48625,2,34776,13104
PHEV,48626,4,63766,5847
PHEV,48628,2,56991,2281
PHEV,48629,2,43078,7551
BEV,48631,1,55925,4188
PHEV,48631,1,55925,4188
PHEV,48632,1,35788,5311
PHEV,48634,6,61578,4298
BEV,48637,2,51432,3163
PHEV,48637,2,51432,3163
BEV,48638,9,48540,11692
PHEV,48638,9,48540,11692
BEV,48640,23,63337,32202
PHEV,48640,51,63337,32202
BEV,48642,18,67673,33259
PHEV,48642,36,67673,33259
BEV,48647,1,43220,4384
PHEV,48647,2,43220,4384
PHEV,48649,1,51346,1253
PHEV,48650,4,50192,6995
BEV,48651,1,38563,4740
PHEV,48651,1,38563,4740
BEV,48653,3,48382,10084
PHEV,48653,5,48382,10084
PHEV,48654,1,39808,2215
PHEV,48655,3,55455,5688
BEV,48657,2,60190,7871
PHEV,48657,6,60190,7871
BEV,48658,1,40521,4915
PHEV,48659,1,44107,2758
PHEV,48661,4,44467,10469
BEV,48706,8,49244,39499
PHEV,48706,23,49244,39499
BEV,48708,6,39985,25827
PHEV,48708,11,39985,25827
PHEV,48720,1,35156,1036
BEV,48722,1,60898,3068
BEV,48723,1,48197,12050
PHEV,48723,3,48197,12050
BEV,48726,1,51086,5831
PHEV,48730,3,44034,4558
PHEV,48731,1,45074,1534
BEV,48732,2,44748,11173
PHEV,48732,7,44748,11173
BEV,48734,4,77019,7601
PHEV,48734,5,77019,7601
PHEV,48735,1,48125,1049
PHEV,48738,1,43472,1085
BEV,48739,1,37321,4007
PHEV,48739,1,37321,4007
PHEV,48740,1,41646,2425
PHEV,48744,1,48958,4128
BEV,48746,1,56981,7904
PHEV,48746,5,56981,7904
BEV,48747,1,63750,1288
PHEV,48747,1,63750,1288
BEV,48750,1,43333,8629
PHEV,48750,9,43333,8629
BEV,48755,2,52321,2993
PHEV,48755,2,52321,2993
PHEV,48761,1,38750,841
BEV,48762,1,44583,1097
PHEV,48763,3,52337,4951
BEV,48768,1,44988,9697
PHEV,48768,2,44988,9697
PHEV,48770,1,42802,1774
PHEV,48801,6,40316,12691
BEV,48808,3,74523,5943
PHEV,48808,5,74523,5943
PHEV,48809,7,52592,10728
PHEV,48811,1,49836,5390
BEV,48813,6,62932,20967
PHEV,48813,18,62932,20967
BEV,48815,1,70313,2424
PHEV,48815,2,70313,2424
BEV,48817,2,53449,6075
PHEV,48817,4,53449,6075
PHEV,48819,4,62056,2738
BEV,48820,11,87632,18187
PHEV,48820,31,87632,18187
BEV,48821,2,74520,5862
PHEV,48821,19,74520,5862
BEV,48822,1,80139,2888
PHEV,48822,3,80139,2888
BEV,48823,40,46150,51469
PHEV,48823,101,46150,51469
BEV,48827,1,64994,16116
PHEV,48827,13,64994,16116
PHEV,48831,2,48534,3473
PHEV,48835,1,66012,3109
BEV,48836,5,69790,13967
PHEV,48836,7,69790,13967
BEV,48837,10,71769,19603
PHEV,48837,21,71769,19603
BEV,48838,2,48121,18376
PHEV,48838,6,48121,18376
BEV,48840,9,67628,12685
PHEV,48840,23,67628,12685
BEV,48842,11,63416,21974
PHEV,48842,38,63416,21974
BEV,48843,19,78740,45544
PHEV,48843,55,78740,45544
BEV,48846,5,52917,20472
PHEV,48846,3,52917,20472
PHEV,48847,3,52500,5811
BEV,48848,7,81107,7444
PHEV,48848,13,81107,7444
BEV,48849,1,65000,6000
PHEV,48849,2,65000,6000
PHEV,48853,1,49821,542
BEV,48854,13,70068,19737
PHEV,48854,30,70068,19737
BEV,48855,4,80638,15704
PHEV,48855,23,80638,15704
PHEV,48857,2,68883,3202
BEV,48858,8,39833,50521
PHEV,48858,24,39833,50521
PHEV,48861,2,70167,1379
BEV,48864,51,86702,23451
PHEV,48864,78,86702,23451
PHEV,48865,1,42292,2158
PHEV,48866,3,60797,4942
BEV,48867,3,49836,27186
PHEV,48867,22,49836,27186
BEV,48871,1,62989,2093
PHEV,48871,1,62989,2093
BEV,48872,4,70317,6767
PHEV,48872,9,70317,6767
BEV,48875,3,69118,10432
PHEV,48875,3,69118,10432
PHEV,48876,2,63056,4172
PHEV,48877,1,48984,2459
BEV,48879,3,65234,17980
PHEV,48879,20,65234,17980
BEV,48880,2,47301,10034
PHEV,48880,1,47301,10034
BEV,48881,1,64367,5560
PHEV,48881,6,64367,5560
BEV,48883,1,56852,6822
PHEV,48883,3,56852,6822
PHEV,48886,2,49531,1956
BEV,48888,2,51346,6079
PHEV,48888,3,51346,6079
PHEV,48890,1,55288,2059
BEV,48892,1,69226,4753
PHEV,48892,5,69226,4753
BEV,48893,5,60781,5244
PHEV,48893,1,60781,5244
BEV,48894,1,80500,1938
PHEV,48894,1,80500,1938
BEV,48895,10,98866,11437
PHEV,48895,24,98866,11437
PHEV,48897,2,71800,1846
BEV,48906,2,47450,26391
PHEV,48906,26,47450,26391
BEV,48910,7,41010,35183
PHEV,48910,28,41010,35183
BEV,48911,7,44972,40852
PHEV,48911,22,44972,40852
BEV,48912,13,44102,17452
PHEV,48912,16,44102,17452
BEV,48915,3,39754,10740
PHEV,48915,8,39754,10740
BEV,48917,18,61578,32044
PHEV,48917,39,61578,32044
BEV,48933,1,35701,2637
PHEV,48933,1,35701,2637
BEV,49001,7,45420,21643
PHEV,49001,12,45420,21643
BEV,49002,13,57336,20739
PHEV,49002,24,57336,20739
BEV,49004,7,57298,16434
PHEV,49004,8,57298,16434
BEV,49006,15,39602,28711
PHEV,49006,27,39602,28711
BEV,49007,7,33096,10097
PHEV,49007,4,33096,10097
BEV,49008,18,52944,17012
PHEV,49008,49,52944,17012
BEV,49009,42,65958,45267
PHEV,49009,59,65958,45267
BEV,49010,2,58780,18001
PHEV,49010,8,58780,18001
BEV,49011,1,53009,2272
PHEV,49011,1,53009,2272
BEV,49012,2,73063,3356
PHEV,49012,5,73063,3356
PHEV,49013,4,46967,5301
BEV,49014,2,53578,21481
PHEV,49014,11,53578,21481
BEV,49015,16,57254,27465
PHEV,49015,8,57254,27465
BEV,49017,7,47410,21238
PHEV,49017,18,47410,21238
BEV,49021,1,58575,6382
PHEV,49021,7,58575,6382
BEV,49022,11,33747,31185
PHEV,49022,7,33747,31185
BEV,49024,23,66907,29299
PHEV,49024,43,66907,29299
PHEV,49026,2,41354,2364
PHEV,49028,1,55731,6174
PHEV,49029,1,62813,1595
PHEV,49031,4,51373,7646
BEV,49032,1,60660,3284
PHEV,49034,4,62123,2564
BEV,49036,6,50909,23685
PHEV,49036,12,50909,23685
BEV,49037,4,33033,20647
PHEV,49037,2,33033,20647
BEV,49038,4,56400,9267
PHEV,49038,4,56400,9267
PHEV,49040,2,47969,3252
BEV,49042,1,50344,4723
PHEV,49042,1,50344,4723
PHEV,49045,3,50086,5322
BEV,49046,2,65700,7883
PHEV,49046,6,65700,7883
BEV,49047,2,45764,14810
PHEV,49047,3,45764,14810
BEV,49048,14,47949,25416
PHEV,49048,12,47949,25416
PHEV,49050,1,70061,1567
BEV,49051,1,73417,2796
PHEV,49051,3,73417,2796
BEV,49052,1,50357,864
BEV,49053,5,62115,7640
PHEV,49053,6,62115,7640
BEV,49055,3,58506,6342
PHEV,49055,1,58506,6342
PHEV,49056,3,42979,3391
PHEV,49057,1,47027,6459
BEV,49058,5,61731,19122
PHEV,49058,10,61731,19122
PHEV,49060,3,56750,1902
BEV,49061,1,64306,1605
PHEV,49061,1,64306,1605
BEV,49064,1,57148,3818
PHEV,49064,6,57148,3818
BEV,49065,2,61154,6290
PHEV,49065,8,61154,6290
BEV,49067,1,57771,4434
BEV,49068,7,58750,14862
PHEV,49068,11,58750,14862
BEV,49071,12,84063,10286
PHEV,49071,14,84063,10286
BEV,49072,1,62703,2945
PHEV,49072,1,62703,2945
PHEV,49073,1,46104,4777
PHEV,49076,2,59875,4694
PHEV,49078,4,53223,9452
BEV,49079,2,62945,13185
PHEV,49079,9,62945,13185
BEV,49080,9,65020,16160
PHEV,49080,11,65020,16160
BEV,49082,1,52966,5965
PHEV,49082,3,52966,5965
BEV,49083,13,93900,7896
PHEV,49083,15,93900,7896
BEV,49085,25,75767,23959
PHEV,49085,39,75767,23959
BEV,49087,4,83952,6397
PHEV,49087,8,83952,6397
BEV,49090,7,51277,14439
PHEV,49090,9,51277,14439
BEV,49091,3,48851,19644
PHEV,49091,6,48851,19644
BEV,49093,3,53927,18346
PHEV,49093,11,53927,18346
PHEV,49094,2,50465,4028
BEV,49096,1,59784,3441
PHEV,49096,2,59784,3441
BEV,49097,4,70744,11106
PHEV,49097,12,70744,11106
PHEV,49098,4,43452,5776
PHEV,49099,1,50237,5787
BEV,49102,2,61696,1627
BEV,49103,6,47227,10437
PHEV,49103,8,47227,10437
BEV,49106,2,62415,4973
PHEV,49106,6,62415,4973
BEV,49107,5,48939,10431
PHEV,49107,5,48939,10431
BEV,49112,14,68386,9941
PHEV,49112,3,68386,9941
BEV,49113,1,54259,1773
BEV,49115,2,69231,458
PHEV,49115,1,69231,458
BEV,49116,1,115568,256
PHEV,49116,1,115568,256
BEV,49117,13,58426,3756
PHEV,49117,3,58426,3756
BEV,49120,15,49409,36346
PHEV,49120,8,49409,36346
BEV,49125,1,60521,2243
PHEV,49125,1,60521,2243
PHEV,49126,2,48906,1225
BEV,49127,10,70912,10755
PHEV,49127,6,70912,10755
BEV,49128,2,57614,3408
PHEV,49128,4,57614,3408
BEV,49129,3,80179,513
PHEV,49129,3,80179,513
BEV,49201,17,56766,45222
PHEV,49201,68,56766,45222
BEV,49202,4,36274,19289
PHEV,49202,17,36274,19289
BEV,49203,8,46846,38633
PHEV,49203,26,46846,38633
PHEV,49220,2,48833,2415
BEV,49221,8,47952,40423
PHEV,49221,29,47952,40423
BEV,49224,2,41895,13966
PHEV,49224,5,41895,13966
BEV,49228,1,59387,5310
PHEV,49228,1,59387,5310
BEV,49229,1,77500,3404
PHEV,49229,2,77500,3404
BEV,49230,4,63763,10331
PHEV,49230,17,63763,10331
PHEV,49232,2,49676,2716
BEV,49233,1,63274,2386
PHEV,49233,2,63274,2386
BEV,49234,4,69125,2650
PHEV,49234,2,69125,2650
PHEV,49235,1,53309,2088
BEV,49236,1,64824,4807
PHEV,49236,4,64824,4807
PHEV,49237,3,58587,3047
BEV,49240,5,86625,9688
PHEV,49240,11,86625,9688
PHEV,49241,1,63438,2773
BEV,49242,3,43990,14809
PHEV,49242,8,43990,14809
PHEV,49245,1,51346,4745
PHEV,49246,2,69607,3116
PHEV,49247,1,52213,5690
PHEV,49248,1,52143,821
PHEV,49249,6,65255,3625
BEV,49250,1,49925,6322
PHEV,49250,7,49925,6322
BEV,49251,1,66886,6278
PHEV,49251,3,66886,6278
PHEV,49252,1,43125,2373
PHEV,49253,1,62216,2771
BEV,49255,1,46838,2617
PHEV,49256,1,42354,3750
BEV,49259,1,55057,2116
PHEV,49259,4,55057,2116
PHEV,49263,1,NA,65
BEV,49265,1,71484,5102
PHEV,49265,5,71484,5102
BEV,49266,1,58188,3323
PHEV,49266,1,58188,3323
BEV,49267,3,71903,3988
PHEV,49267,3,71903,3988
BEV,49269,2,64259,6175
PHEV,49269,4,64259,6175
BEV,49270,1,79261,5716
PHEV,49270,7,79261,5716
PHEV,49271,1,49241,1872
BEV,49272,1,62596,2326
PHEV,49272,2,62596,2326
BEV,49274,1,52069,3365
PHEV,49274,1,52069,3365
BEV,49276,1,48906,851
PHEV,49277,3,58766,3290
PHEV,49279,1,55450,845
BEV,49283,1,74177,3799
PHEV,49283,1,74177,3799
BEV,49285,2,63827,5740
PHEV,49285,1,63827,5740
BEV,49286,5,64038,14639
PHEV,49286,14,64038,14639
PHEV,49287,2,65339,2019
PHEV,49288,1,42241,1491
BEV,49301,51,132261,20302
PHEV,49301,29,132261,20302
BEV,49302,8,87598,8717
PHEV,49302,12,87598,8717
PHEV,49304,1,30885,3922
BEV,49305,1,38726,2134
PHEV,49305,1,38726,2134
BEV,49306,8,86901,10650
PHEV,49306,14,86901,10650
BEV,49307,7,40000,20590
PHEV,49307,10,40000,20590
BEV,49310,1,51276,3284
BEV,49315,14,82182,23283
PHEV,49315,20,82182,23283
BEV,49316,18,89326,23391
PHEV,49316,31,89326,23391
BEV,49319,2,67938,16705
PHEV,49319,14,67938,16705
BEV,49321,4,57867,17160
PHEV,49321,11,57867,17160
BEV,49323,2,75863,10296
PHEV,49323,3,75863,10296
PHEV,49326,2,57361,4308
PHEV,49327,5,54080,8472
PHEV,49329,6,61601,8664
BEV,49330,1,67337,5724
PHEV,49330,4,67337,5724
BEV,49331,11,79765,18028
PHEV,49331,15,79765,18028
PHEV,49332,1,48010,3251
BEV,49333,5,73326,11639
PHEV,49333,8,73326,11639
PHEV,49335,1,52448,224
BEV,49336,1,46582,4170
BEV,49337,1,45767,12017
PHEV,49337,5,45767,12017
BEV,49339,3,57661,2160
BEV,49340,1,47885,2786
PHEV,49340,4,47885,2786
BEV,49341,35,94895,37505
PHEV,49341,36,94895,37505
PHEV,49343,4,65585,5551
PHEV,49344,3,57607,3266
BEV,49345,5,66659,15123
PHEV,49345,3,66659,15123
BEV,49346,5,55255,5326
PHEV,49346,4,55255,5326
PHEV,49347,4,55865,1188
BEV,49348,4,65115,12501
PHEV,49348,6,65115,12501
BEV,49349,2,45280,7871
PHEV,49349,2,45280,7871
BEV,49401,4,46857,24900
PHEV,49401,10,46857,24900
PHEV,49403,1,74000,2747
BEV,49404,4,66854,8553
PHEV,49404,5,66854,8553
BEV,49406,3,92708,710
PHEV,49406,4,92708,710
BEV,49408,6,59278,9726
PHEV,49408,9,59278,9726
BEV,49412,4,55026,11419
PHEV,49412,5,55026,11419
BEV,49415,1,65724,6905
PHEV,49415,3,65724,6905
BEV,49417,19,67182,31496
PHEV,49417,30,67182,31496
BEV,49418,15,70504,28521
PHEV,49418,24,70504,28521
BEV,49419,1,76317,8612
PHEV,49419,10,76317,8612
BEV,49421,1,46838,5906
BEV,49423,40,59133,45040
PHEV,49423,58,59133,45040
BEV,49424,34,68276,48799
PHEV,49424,46,68276,48799
BEV,49426,24,85410,37601
PHEV,49426,35,85410,37601
BEV,49428,2,75625,27445
PHEV,49428,26,75625,27445
BEV,49431,5,52630,17274
PHEV,49431,7,52630,17274
BEV,49434,1,NA,6
PHEV,49434,1,NA,6
BEV,49435,2,91250,3929
PHEV,49435,3,91250,3929
PHEV,49436,1,52083,1584
BEV,49437,1,60158,6852
PHEV,49437,2,60158,6852
BEV,49440,2,14865,811
PHEV,49440,1,14865,811
BEV,49441,18,52612,35365
PHEV,49441,18,52612,35365
BEV,49442,2,39362,41580
PHEV,49442,4,39362,41580
BEV,49444,3,40833,29684
PHEV,49444,7,40833,29684
BEV,49445,6,65400,21670
PHEV,49445,16,65400,21670
PHEV,49448,2,66190,4100
BEV,49449,1,60365,2661
PHEV,49449,2,60365,2661
BEV,49451,1,59375,6025
PHEV,49451,2,59375,6025
BEV,49453,9,76250,2400
PHEV,49453,14,76250,2400
BEV,49455,1,44953,4831
PHEV,49455,1,44953,4831
BEV,49456,15,68196,19480
PHEV,49456,19,68196,19480
BEV,49457,3,59504,10137
PHEV,49457,2,59504,10137
BEV,49460,9,72392,8932
PHEV,49460,8,72392,8932
BEV,49461,4,60533,9174
PHEV,49461,6,60533,9174
BEV,49464,12,75799,29220
PHEV,49464,31,75799,29220
BEV,49503,35,47844,37250
PHEV,49503,40,47844,37250
BEV,49504,9,51048,39633
PHEV,49504,33,51048,39633
BEV,49505,15,52893,32372
PHEV,49505,39,52893,32372
BEV,49506,36,82982,34528
PHEV,49506,61,82982,34528
BEV,49507,11,41089,39323
PHEV,49507,17,41089,39323
BEV,49508,11,57404,39571
PHEV,49508,21,57404,39571
BEV,49509,3,49795,28323
PHEV,49509,12,49795,28323
BEV,49512,8,53017,18170
PHEV,49512,15,53017,18170
BEV,49519,6,54394,28836
PHEV,49519,14,54394,28836
BEV,49525,26,70666,30019
PHEV,49525,44,70666,30019
BEV,49534,5,65923,21952
PHEV,49534,18,65923,21952
BEV,49544,2,61577,10341
PHEV,49544,6,61577,10341
BEV,49546,39,72283,34111
PHEV,49546,30,72283,34111
BEV,49548,5,50787,33613
PHEV,49548,11,50787,33613
PHEV,49601,10,47939,21816
BEV,49612,1,54844,1332
PHEV,49612,1,54844,1332
BEV,49614,2,54342,2942
PHEV,49614,1,54342,2942
BEV,49615,1,57043,3925
PHEV,49615,2,57043,3925
PHEV,49616,2,39750,2186
BEV,49617,1,61017,3047
PHEV,49619,1,40227,1031
PHEV,49620,1,61304,2533
BEV,49621,2,64833,3908
PHEV,49621,5,64833,3908
BEV,49622,2,55938,2475
PHEV,49625,2,48214,1113
BEV,49629,1,63571,2045
PHEV,49629,5,63571,2045
BEV,49635,5,56346,3450
PHEV,49635,4,56346,3450
BEV,49636,3,85833,427
PHEV,49636,1,85833,427
BEV,49637,3,54063,3411
PHEV,49637,4,54063,3411
PHEV,49639,1,48625,2253
BEV,49640,3,47656,1610
PHEV,49640,1,47656,1610
PHEV,49643,2,67308,6956
PHEV,49644,1,42067,2152
BEV,49646,1,45958,8252
BEV,49648,2,71111,2240
PHEV,49648,3,71111,2240
PHEV,49650,1,81731,3295
BEV,49651,1,46347,7838
PHEV,49651,2,46347,7838
BEV,49653,2,71755,1969
PHEV,49653,5,71755,1969
BEV,49654,2,71313,424
PHEV,49654,2,71313,424
PHEV,49655,1,47958,3538
PHEV,49657,1,51554,3704
BEV,49659,1,42806,6809
PHEV,49659,1,42806,6809
BEV,49660,3,50868,14202
PHEV,49660,6,50868,14202
BEV,49664,3,62167,1848
PHEV,49664,2,62167,1848
BEV,49668,1,43309,3404
PHEV,49668,4,43309,3404
BEV,49670,3,55809,1963
PHEV,49670,4,55809,1963
BEV,49676,2,56300,3686
PHEV,49676,1,56300,3686
PHEV,49677,2,42989,7155
PHEV,49680,1,46848,1927
BEV,49682,4,68263,4068
PHEV,49682,6,68263,4068
BEV,49683,1,44516,2135
PHEV,49683,2,44516,2135
BEV,49684,14,61482,40681
PHEV,49684,16,61482,40681
BEV,49686,13,65148,33459
PHEV,49686,19,65148,33459
BEV,49688,1,54700,2503
PHEV,49688,2,54700,2503
BEV,49690,5,74444,7036
PHEV,49690,5,74444,7036
BEV,49701,1,43125,977
PHEV,49701,1,43125,977
BEV,49706,2,48517,4300
PHEV,49706,5,48517,4300
BEV,49707,2,42789,21771
PHEV,49707,7,42789,21771
BEV,49709,1,41024,3549
PHEV,49709,2,41024,3549
BEV,49712,7,58893,8026
PHEV,49712,5,58893,8026
PHEV,49713,1,58542,2099
PHEV,49715,1,59625,3499
PHEV,49716,1,66250,1012
PHEV,49717,1,NA,111
PHEV,49719,1,53292,1176
BEV,49720,13,54754,8766
PHEV,49720,7,54754,8766
BEV,49721,1,44337,14164
PHEV,49721,6,44337,14164
PHEV,49726,1,46528,1051
BEV,49727,2,53217,7312
BEV,49729,1,56890,1573
PHEV,49729,2,56890,1573
BEV,49730,1,53565,2234
PHEV,49730,1,53565,2234
BEV,49735,2,54607,19744
PHEV,49735,3,54607,19744
BEV,49738,1,48789,9854
PHEV,49738,2,48789,9854
BEV,49740,14,68028,7046
PHEV,49740,4,68028,7046
PHEV,49745,1,48400,973
BEV,49746,1,42398,3316
BEV,49749,2,53899,3958
PHEV,49749,5,53899,3958
BEV,49751,1,56452,2021
PHEV,49751,1,56452,2021
BEV,49756,1,39708,3599
BEV,49757,1,47159,1072
PHEV,49757,1,47159,1072
PHEV,49759,1,48625,1520
PHEV,49762,1,48083,615
PHEV,49765,1,45845,3771
PHEV,49766,3,47134,2304
BEV,49770,10,57714,17045
PHEV,49770,16,57714,17045
BEV,49775,1,48750,76
PHEV,49776,1,45526,1747
PHEV,49777,1,67135,1735
BEV,49781,1,43934,3587
PHEV,49781,3,43934,3587
BEV,49782,4,59000,577
PHEV,49782,2,59000,577
BEV,49783,1,45257,19270
PHEV,49783,3,45257,19270
BEV,49795,1,47566,1937
BEV,49801,2,54944,11306
PHEV,49801,4,54944,11306
BEV,49802,1,42489,5981
PHEV,49802,2,42489,5981
BEV,49805,1,78542,359
BEV,49806,1,60000,496
PHEV,49807,1,55515,3581
BEV,49812,1,49038,877
PHEV,49814,1,56944,1360
PHEV,49816,1,62727,749
BEV,49822,1,45833,178
BEV,49827,1,53333,1021
BEV,49829,6,40500,16869
PHEV,49829,7,40500,16869
PHEV,49835,1,44716,917
PHEV,49837,1,58304,9349
BEV,49849,2,53380,12412
PHEV,49849,1,53380,12412
PHEV,49853,1,48750,1141
PHEV,49854,2,45472,6271
BEV,49855,6,53318,33006
PHEV,49855,5,53318,33006
BEV,49858,1,46793,11647
PHEV,49858,3,46793,11647
PHEV,49862,1,44708,5163
PHEV,49866,2,59717,8134
PHEV,49868,1,45352,5293
PHEV,49870,1,44775,3301
PHEV,49872,1,45938,166
PHEV,49878,3,53491,3344
PHEV,49885,1,59250,1871
BEV,49892,1,63147,1877
PHEV,49892,3,63147,1877
BEV,49896,1,52895,1685
BEV,49905,1,66607,1986
BEV,49913,2,40286,6516
PHEV,49913,2,40286,6516
PHEV,49920,1,46490,4144
PHEV,49922,1,41563,652
BEV,49930,1,42723,7258
PHEV,49930,2,42723,7258
BEV,49931,4,30687,9600
PHEV,49931,3,30687,9600
BEV,49934,1,46250,886
PHEV,49950,1,49375,1206
BEV,49958,1,52250,740
PHEV,49958,1,52250,740
PHEV,49969,1,41875,1259
PHEV,49970,1,48958,292
PHEV,53051,1,82383,37219
PHEV,53072,1,92023,25984
PHEV,53122,1,106058,6153
BEV,53226,1,73398,18940
BEV,53403,1,42829,26339
PHEV,54165,1,69304,7641
PHEV,54212,1,83333,1035
PHEV,54406,1,69671,3423
BEV,54481,1,49435,28614
PHEV,54555,1,51127,4776
BEV,55044,1,115477,55085
PHEV,55431,2,84725,18275
PHEV,56472,1,60313,7780
PHEV,75024,1,102524,43551
PHEV,75025,1,118505,53764
BEV,75071,1,103982,55570
PHEV,76132,1,56655,27243
BEV,76262,1,121352,39425
BEV,76472,3,58591,1761
PHEV,77043,1,64810,24803
BEV,77584,1,107995,90372
PHEV,78717,1,112590,30657
PHEV,78749,1,105734,38041
PHEV,78758,1,55074,48993
PHEV,79510,1,50409,7573
PHEV,79705,1,85259,41933
PHEV,80134,1,115031,69163
PHEV,80228,1,83087,34111
BEV,80239,1,60186,47829
BEV,80301,1,81527,25581
BEV,80540,1,101569,4576
BEV,80544,5,NA,117
PHEV,80544,5,NA,117
PHEV,97814,1,47313,12348
BEV,98006,1,144247,37871
PHEV,98010,1,123415,5602
PHEV,98011,1,98268,33830
PHEV,98117,1,116871,35645
PHEV,98226,1,64235,43892
PHEV,98312,1,64400,31086
PHEV,98597,1,70629,23996
PHEV,99353,1,102021,16150
PHEV,06460,1,88085,38959
BEV,08054,2,94832,41422
BEV,10036,1,95301,28487
PHEV,21012,1,127519,21600
PHEV,21030,1,71256,24396
PHEV,48331,1,107892,21372
BEV,48603,1,53426,26623
PHEV,48603,1,53426,26623
PHEV,53597,1,105500,19445
BEV,54644,1,63548,1621
BEV,54902,1,52076,22415
BEV,55001,17,119457,3038
PHEV,55001,6,119457,3038
BEV,55003,6,78221,4276
PHEV,55003,3,78221,4276
BEV,55005,1,88125,4644
PHEV,55005,1,88125,4644
BEV,55006,2,52037,3797
PHEV,55006,1,52037,3797
PHEV,55007,1,58456,2493
BEV,55008,9,70685,15579
PHEV,55008,8,70685,15579
BEV,55009,4,76867,7894
PHEV,55009,5,76867,7894
BEV,55011,9,104438,10787
PHEV,55011,10,104438,10787
BEV,55012,4,76750,2062
BEV,55013,5,87273,6726
PHEV,55013,6,87273,6726
BEV,55014,36,91334,28222
PHEV,55014,41,91334,28222
BEV,55016,38,101473,36208
PHEV,55016,33,101473,36208
PHEV,55017,1,71172,844
BEV,55019,1,91875,2069
PHEV,55019,2,91875,2069
BEV,55020,3,117349,4260
PHEV,55020,7,117349,4260
BEV,55021,10,60462,30032
PHEV,55021,14,60462,30032
BEV,55024,30,98172,35519
PHEV,55024,28,98172,35519
BEV,55025,14,85721,25371
PHEV,55025,29,85721,25371
PHEV,55027,1,77833,3142
BEV,55029,1,50625,98
PHEV,55030,1,55313,1358
BEV,55031,1,106776,2008
PHEV,55031,1,106776,2008
BEV,55032,1,90329,3611
PHEV,55032,2,90329,3611
BEV,55033,24,76852,30140
PHEV,55033,20,76852,30140
PHEV,55037,1,46548,4681
BEV,55038,30,102154,22844
PHEV,55038,37,102154,22844
BEV,55040,2,81379,13180
PHEV,55040,10,81379,13180
BEV,55041,5,64665,7877
PHEV,55041,6,64665,7877
BEV,55042,44,120214,9750
PHEV,55042,20,120214,9750
BEV,55043,4,86406,3559
PHEV,55043,3,86406,3559
BEV,55044,126,115477,55085
PHEV,55044,89,115477,55085
BEV,55045,5,90581,7612
PHEV,55045,11,90581,7612
BEV,55046,2,87917,5528
PHEV,55046,4,87917,5528
BEV,55047,18,104464,2381
PHEV,55047,10,104464,2381
BEV,55051,2,56461,9551
PHEV,55051,1,56461,9551
BEV,55054,2,123667,2462
PHEV,55054,5,123667,2462
BEV,55055,2,59167,3532
PHEV,55055,2,59167,3532
BEV,55056,1,80911,14021
PHEV,55056,5,80911,14021
BEV,55057,31,75646,25312
PHEV,55057,41,75646,25312
BEV,55060,12,64267,29028
PHEV,55060,18,64267,29028
PHEV,55063,3,58378,9472
BEV,55065,1,84375,1281
BEV,55066,8,58656,18279
PHEV,55066,23,58656,18279
BEV,55068,51,100382,29380
PHEV,55068,39,100382,29380
BEV,55069,1,59406,5397
PHEV,55069,1,59406,5397
BEV,55070,4,85125,7885
PHEV,55070,3,85125,7885
BEV,55071,3,82726,5725
